,com_1,com_2,com_3,com_4,com_5,hole_1,hole_2
31252,50,15,4,44,48,19,24
31253,34,10,40,44,2,42,50
31254,38,30,50,34,4,6,38
31255,17,35,48,48,24,6,32
31256,4,5,24,17,6,8,18
31257,25,12,39,6,39,16,31
31258,50,52,9,3,37,24,29
31259,38,15,41,32,1,46,15
31260,40,13,35,11,12,39,51
31261,12,22,52,28,41,31,19
31262,16,8,29,45,13,2,48
31263,9,19,17,16,30,28,31
31264,46,27,32,29,14,47,11
31265,16,25,9,43,27,45,27
31266,25,49,22,10,1,2,22
31267,23,23,27,29,43,49,6
31268,31,12,41,19,8,1,34
31269,8,16,5,6,9,14,10
31270,29,33,5,18,32,12,4
31271,35,15,5,21,25,35,6
31272,1,12,48,10,19,28,34
31273,22,40,49,40,3,18,25
31274,27,38,7,13,37,4,40
31275,9,39,30,17,41,48,29
31276,28,23,51,4,47,36,19
31277,41,14,22,47,32,51,42
31278,15,25,49,18,47,20,33
31279,32,30,2,32,38,25,28
31280,31,11,20,38,1,7,34
31281,29,4,12,52,46,10,28
31282,31,10,34,44,18,44,20
31283,36,4,48,10,37,33,6
31284,36,4,35,48,11,17,24
31285,14,28,6,35,14,34,48
31286,10,21,22,28,3,38,38
31287,29,29,16,7,51,32,38
31288,23,23,49,49,48,43,36
31289,44,7,31,21,31,5,43
31290,14,26,3,39,24,23,17
31291,14,21,49,27,49,4,46
31292,49,46,35,50,14,34,12
31293,42,16,25,46,4,15,22
31294,16,20,10,6,26,48,14
31295,32,16,38,34,49,41,52
31296,8,31,52,48,38,51,32
31297,35,2,52,46,11,42,5
31298,48,47,26,10,40,43,20
31299,41,48,19,5,42,52,51
31300,15,43,12,37,37,24,5
31301,51,14,33,30,38,15,28
31302,6,46,22,39,30,26,9
31303,41,50,29,19,1,39,35
31304,24,33,47,42,20,49,26
31305,38,51,9,30,37,18,33
31306,40,6,32,42,35,28,14
31307,7,27,47,52,20,30,20
31308,47,11,33,36,10,34,4
31309,17,29,40,36,24,45,36
31310,35,19,33,38,51,32,2
31311,14,10,21,15,43,4,47
31312,23,8,33,38,32,16,28
31313,6,15,29,22,37,22,32
31314,41,32,41,5,44,7,24
31315,37,29,23,24,10,14,12
31316,38,5,7,15,50,42,11
31317,37,39,5,20,33,15,32
31318,33,32,50,14,10,26,46
31319,26,45,20,21,40,6,8
31320,52,33,47,38,46,8,28
31321,6,50,24,8,39,33,39
31322,6,1,11,20,6,10,50
31323,12,26,17,21,4,13,22
31324,20,28,40,2,34,35,36
31325,31,6,15,19,26,14,15
31326,39,46,16,1,2,6,14
31327,10,25,29,21,32,7,26
31328,4,8,44,37,35,7,40
31329,5,5,4,48,42,39,8
31330,25,20,37,44,52,39,43
31331,28,4,23,7,36,27,2
31332,15,14,11,22,38,43,44
31333,49,33,38,41,27,47,40
31334,28,32,39,20,21,19,27
31335,14,35,29,32,20,48,41
31336,48,26,11,33,38,37,28
31337,25,34,17,41,20,10,45
31338,39,37,24,34,18,21,34
31339,36,13,38,9,8,18,40
31340,16,27,39,51,1,46,3
31341,32,15,47,40,20,42,27
31342,4,49,40,21,39,17,5
31343,24,38,11,12,32,33,12
31344,37,11,51,27,42,35,35
31345,16,21,15,27,13,42,45
31346,40,6,12,29,33,15,29
31347,35,17,23,50,10,23,35
31348,4,33,36,31,39,3,4
31349,46,46,47,33,36,42,49
31350,1,10,44,8,12,31,23
31351,5,32,44,46,39,49,22
31352,49,10,40,31,38,22,50
31353,35,1,44,29,42,39,40
31354,48,16,28,16,2,23,19
31355,18,47,48,19,16,20,8
31356,36,23,28,35,51,13,7
31357,14,18,38,1,19,44,40
31358,12,2,36,30,38,15,45
31359,43,29,27,44,43,49,2
31360,48,38,44,39,17,41,38
31361,13,44,27,15,33,21,3
31362,23,40,41,25,52,21,32
31363,35,9,44,6,29,7,44
31364,15,39,31,42,9,33,39
31365,18,31,4,20,40,50,37
31366,50,6,1,51,14,28,41
31367,38,21,18,43,42,1,46
31368,25,33,7,9,47,42,41
31369,36,7,43,10,33,26,23
31370,39,39,46,34,33,43,19
31371,11,45,31,37,10,18,14
31372,50,43,51,51,26,28,10
31373,19,18,6,16,44,38,35
31374,9,45,45,25,35,31,10
31375,13,32,46,13,10,48,10
31376,49,24,2,46,47,43,39
31377,48,5,10,21,37,34,24
31378,13,18,20,52,36,52,32
31379,14,12,51,12,14,28,28
31380,2,32,18,25,29,39,22
31381,28,28,52,31,7,26,14
31382,49,39,21,42,42,41,12
31383,8,22,38,38,12,11,7
31384,3,1,37,7,18,7,14
31385,40,45,31,38,23,3,13
31386,5,38,14,43,1,6,33
31387,37,1,20,31,26,6,41
31388,13,33,43,16,13,34,14
31389,41,51,10,26,13,10,46
31390,2,37,44,26,51,52,36
31391,48,39,33,19,8,36,37
31392,7,6,17,31,32,35,35
31393,27,8,50,10,46,50,21
31394,7,12,24,21,3,23,17
31395,16,40,28,52,24,20,47
31396,30,46,39,52,48,40,2
31397,31,33,10,47,42,14,17
31398,51,14,37,25,46,43,14
31399,36,25,31,5,46,12,19
31400,50,46,25,20,14,16,35
31401,26,43,39,41,13,29,47
31402,25,13,4,46,36,4,6
31403,19,28,25,19,19,38,41
31404,9,49,17,10,12,20,3
31405,13,7,14,14,43,39,29
31406,7,31,22,11,37,51,15
31407,29,47,10,22,38,28,52
31408,23,49,52,26,1,26,41
31409,12,28,11,6,39,6,5
31410,15,8,47,8,18,34,8
31411,14,2,24,37,30,38,18
31412,18,23,46,30,29,36,2
31413,22,4,15,2,7,34,22
31414,37,37,7,51,52,51,46
31415,5,44,51,4,24,9,27
31416,32,33,18,6,42,42,25
31417,2,29,44,8,26,19,23
31418,40,24,23,35,32,36,28
31419,4,37,6,45,31,49,45
31420,41,22,7,37,23,26,46
31421,9,12,35,6,22,22,43
31422,13,1,34,47,49,24,19
31423,44,25,26,23,21,45,30
31424,37,22,48,14,23,50,4
31425,10,33,15,43,22,18,3
31426,52,6,45,37,22,11,49
31427,5,31,31,45,25,4,19
31428,47,14,39,17,40,10,13
31429,16,46,9,37,5,42,29
31430,5,52,7,41,52,24,28
31431,46,2,12,24,42,40,37
31432,36,28,38,38,34,13,51
31433,5,36,19,33,52,10,11
31434,23,3,31,40,20,52,11
31435,43,26,1,36,48,12,39
31436,20,23,21,44,40,3,49
31437,6,50,28,6,1,47,15
31438,28,7,2,21,40,49,28
31439,27,40,2,18,13,4,8
31440,36,22,48,16,12,32,45
31441,42,40,40,16,18,46,19
31442,38,19,1,37,51,3,37
31443,38,45,37,9,52,40,26
31444,38,47,8,36,3,17,17
31445,19,44,40,44,2,52,38
31446,24,8,26,38,47,31,4
31447,14,14,15,29,1,17,19
31448,19,30,19,50,30,18,6
31449,27,28,23,4,26,11,47
31450,49,40,30,24,45,47,36
31451,51,25,26,11,45,25,5
31452,44,13,33,43,25,5,32
31453,43,9,24,20,36,35,16
31454,28,42,21,27,44,42,44
31455,32,20,8,47,43,6,52
31456,31,24,29,36,28,9,43
31457,28,22,28,36,2,13,39
31458,23,41,37,43,5,7,26
31459,33,18,11,39,48,5,39
31460,35,20,21,13,22,11,36
31461,45,28,21,48,7,28,17
31462,9,39,43,44,23,30,50
31463,51,45,39,24,47,21,35
31464,44,5,48,32,35,19,44
31465,45,17,1,43,34,1,9
31466,22,25,16,34,39,28,33
31467,52,35,33,48,18,45,47
31468,29,12,40,5,20,22,21
31469,16,32,45,7,17,38,24
31470,39,23,44,13,52,52,23
31471,11,37,40,30,8,23,44
31472,33,48,17,34,15,26,21
31473,12,43,31,16,27,39,37
31474,18,6,40,1,16,52,8
31475,9,17,31,11,3,52,13
31476,22,40,32,35,16,16,24
31477,42,1,22,27,5,4,2
31478,23,15,48,47,25,45,43
31479,38,19,52,41,16,31,11
31480,8,40,46,30,18,38,15
31481,26,38,16,52,38,27,33
31482,3,18,11,18,45,45,30
31483,12,14,42,20,36,33,16
31484,2,12,18,20,51,22,43
31485,40,49,10,50,3,21,43
31486,21,5,48,35,35,26,17
31487,3,41,22,36,13,44,50
31488,35,13,22,43,34,42,7
31489,2,40,28,21,21,16,34
31490,6,10,49,41,45,3,52
31491,7,24,13,36,14,10,2
31492,51,49,42,15,24,15,14
31493,25,51,42,17,40,51,9
31494,41,14,47,28,7,23,44
31495,28,32,5,41,35,27,16
31496,44,50,6,33,33,21,5
31497,32,41,44,27,24,10,26
31498,29,37,41,37,13,25,21
31499,7,50,29,35,20,41,41
31500,38,25,45,38,49,27,30
31501,14,22,11,29,6,43,49
31502,6,11,20,37,6,8,28
31503,4,26,2,11,34,32,40
31504,39,17,31,11,19,15,29
31505,20,31,11,45,1,37,38
31506,5,51,5,52,16,47,2
31507,21,3,18,23,12,45,24
31508,40,24,9,14,16,13,14
31509,27,31,36,6,47,4,9
31510,41,14,12,30,17,48,34
31511,30,25,27,12,29,29,47
31512,25,26,15,14,10,5,13
31513,37,39,4,43,17,51,5
31514,36,4,2,32,50,45,33
31515,14,12,20,23,13,44,28
31516,4,37,8,21,27,48,13
31517,49,14,28,30,9,19,28
31518,32,4,22,42,26,39,3
31519,33,39,27,45,36,18,20
31520,34,47,42,22,16,46,3
31521,17,14,32,12,41,13,22
31522,19,46,22,9,51,44,7
31523,2,20,4,9,35,41,7
31524,50,35,49,13,10,8,44
31525,49,48,29,42,35,47,44
31526,31,33,10,2,20,20,22
31527,42,11,39,8,38,51,39
31528,4,23,42,25,28,32,10
31529,2,7,23,38,48,17,1
31530,6,47,15,16,46,36,12
31531,44,1,41,47,34,11,8
31532,41,16,41,20,13,4,13
31533,21,39,28,36,25,37,45
31534,11,47,42,38,12,42,1
31535,6,37,8,52,4,8,29
31536,12,19,1,34,10,18,45
31537,31,48,1,4,23,4,45
31538,16,41,18,24,41,23,29
31539,25,10,34,51,10,43,11
31540,45,8,32,47,47,27,21
31541,26,40,8,26,2,50,50
31542,38,29,46,8,33,7,13
31543,18,13,49,42,14,30,50
31544,33,33,47,23,42,26,11
31545,3,40,4,25,27,33,49
31546,25,26,47,44,39,30,46
31547,8,21,7,8,1,50,7
31548,8,12,4,1,26,3,25
31549,41,25,4,28,37,45,26
31550,27,40,30,42,49,43,2
31551,50,6,3,47,41,12,35
31552,44,52,7,2,27,36,30
31553,43,12,51,27,32,15,21
31554,32,18,10,46,25,46,34
31555,35,14,36,22,40,3,7
31556,25,8,25,45,24,11,10
31557,10,7,4,42,35,21,27
31558,46,32,35,11,33,47,1
31559,35,46,33,9,13,33,26
31560,12,19,13,25,50,48,38
31561,31,18,47,18,27,24,19
31562,20,49,25,36,8,5,4
31563,49,34,32,5,28,6,7
31564,36,42,26,21,6,16,4
31565,24,27,14,2,34,50,21
31566,2,19,44,45,41,47,22
31567,1,10,49,13,28,12,20
31568,24,43,9,36,24,37,8
31569,38,40,19,44,17,38,6
31570,13,34,30,51,48,45,2
31571,49,38,39,11,16,35,29
31572,16,5,36,41,33,27,41
31573,33,21,24,33,13,2,49
31574,31,23,5,38,40,5,33
31575,21,4,18,1,30,7,35
31576,11,38,28,36,25,19,3
31577,42,17,31,3,51,15,32
31578,4,1,3,48,8,9,3
31579,26,38,52,3,34,44,26
31580,22,23,44,39,45,48,2
31581,39,3,4,45,44,35,40
31582,29,47,8,3,23,9,26
31583,11,22,2,38,44,13,14
31584,49,14,2,27,45,18,45
31585,6,14,22,35,43,7,2
31586,35,45,9,4,31,44,31
31587,25,52,39,49,7,1,6
31588,40,19,50,25,42,12,30
31589,20,24,3,35,45,44,14
31590,30,25,48,8,24,50,44
31591,29,28,22,47,49,4,26
31592,29,9,13,16,42,5,1
31593,20,9,29,18,20,32,21
31594,51,1,5,36,33,19,24
31595,23,39,6,19,26,41,29
31596,48,27,46,12,38,24,28
31597,50,38,5,16,48,39,51
31598,35,19,13,11,34,52,16
31599,46,48,46,2,8,11,39
31600,29,45,48,24,39,38,37
31601,52,10,6,51,28,30,30
31602,43,3,28,37,28,4,38
31603,8,49,6,7,31,25,27
31604,52,30,9,37,3,1,12
31605,10,1,35,52,48,8,37
31606,49,24,21,28,31,20,44
31607,13,33,35,11,45,45,24
31608,14,41,3,9,9,52,39
31609,31,3,1,9,28,7,25
31610,39,40,16,10,11,13,27
31611,17,49,46,27,2,8,6
31612,12,20,14,1,3,47,37
31613,14,47,2,35,32,6,13
31614,40,26,6,34,49,14,2
31615,46,33,38,23,27,19,47
31616,25,43,5,1,41,27,46
31617,16,32,41,2,5,37,40
31618,6,31,28,17,24,41,36
31619,47,35,11,3,29,14,27
31620,44,35,27,7,35,37,48
31621,29,5,36,46,19,1,15
31622,24,14,27,16,22,26,11
31623,17,39,46,16,37,32,11
31624,31,52,28,44,18,26,8
31625,50,48,34,11,31,25,13
31626,28,17,48,25,30,1,12
31627,5,9,4,12,9,40,35
31628,31,17,31,40,28,32,31
31629,38,12,47,16,25,26,45
31630,29,38,15,36,51,21,32
31631,17,46,50,48,40,41,19
31632,7,46,35,30,41,3,33
31633,33,44,43,11,19,29,31
31634,3,40,40,32,15,42,46
31635,37,16,13,44,13,52,39
31636,28,14,31,39,22,43,40
31637,29,38,52,37,50,10,44
31638,36,2,4,8,42,43,4
31639,32,24,25,36,12,43,47
31640,37,19,26,31,26,23,37
31641,32,27,24,2,17,51,25
31642,37,29,19,3,51,32,23
31643,34,42,39,30,48,19,44
31644,13,10,5,5,33,3,3
31645,3,4,34,22,12,28,51
31646,25,13,9,14,4,26,2
31647,38,51,50,32,47,52,2
31648,20,21,16,33,24,46,52
31649,14,12,12,31,46,19,40
31650,13,1,28,28,2,47,11
31651,47,24,41,3,28,20,32
31652,43,14,52,12,13,17,24
31653,46,16,2,35,13,25,23
31654,39,26,16,29,25,45,25
31655,51,43,51,22,3,41,47
31656,32,38,1,1,4,10,25
31657,40,24,20,7,49,41,2
31658,33,14,35,51,26,38,46
31659,50,44,26,27,23,46,36
31660,52,38,17,39,52,23,3
31661,36,43,40,26,43,20,18
31662,5,19,20,34,29,7,21
31663,49,32,49,33,38,11,14
31664,25,36,39,50,3,12,5
31665,9,40,11,28,29,12,39
31666,42,41,43,30,15,19,45
31667,17,30,18,6,46,51,43
31668,52,7,5,3,27,18,49
31669,6,24,1,42,22,48,35
31670,6,4,47,34,48,26,43
31671,44,4,31,29,33,13,11
31672,20,46,29,7,42,9,18
31673,6,15,36,47,14,3,30
31674,36,39,26,36,25,30,12
31675,23,4,42,2,50,29,50
31676,1,24,19,28,19,42,30
31677,35,45,4,26,2,45,27
31678,21,30,22,16,41,42,47
31679,22,39,20,41,4,41,14
31680,22,38,33,36,41,11,16
31681,50,38,38,48,17,42,21
31682,13,28,7,24,40,26,30
31683,2,13,50,27,20,35,39
31684,48,14,19,48,31,6,16
31685,4,49,41,20,34,38,32
31686,46,28,27,20,42,47,48
31687,24,37,28,43,21,52,1
31688,4,41,7,17,4,14,48
31689,12,14,5,7,39,43,21
31690,27,25,37,34,37,21,37
31691,28,32,25,12,48,30,5
31692,3,49,8,45,13,36,29
31693,46,19,38,10,39,16,7
31694,25,44,4,1,34,14,28
31695,38,35,45,25,10,18,21
31696,42,26,45,32,16,24,21
31697,48,50,52,49,24,4,45
31698,41,46,29,32,48,40,46
31699,51,38,18,38,20,4,41
31700,8,11,51,28,46,5,11
31701,44,34,11,26,11,37,49
31702,49,46,34,21,2,52,34
31703,36,32,51,33,29,16,28
31704,40,50,23,32,52,9,44
31705,31,47,45,44,34,42,39
31706,11,31,29,35,32,36,21
31707,46,42,31,10,16,52,44
31708,45,27,2,30,35,47,14
31709,28,13,46,52,16,15,49
31710,10,46,31,47,38,50,50
31711,22,33,32,47,25,7,8
31712,11,34,33,40,16,26,27
31713,47,30,39,21,16,6,22
31714,7,22,7,46,9,10,40
31715,4,44,39,28,50,11,47
31716,48,9,51,5,21,24,18
31717,24,40,4,41,8,37,33
31718,37,6,34,44,49,48,51
31719,1,26,2,39,23,35,36
31720,7,6,34,21,27,2,23
31721,18,15,11,25,42,32,35
31722,27,26,19,42,41,40,28
31723,52,16,32,42,20,36,45
31724,46,13,17,37,49,27,27
31725,51,24,47,26,13,18,36
31726,31,16,36,8,10,51,24
31727,20,17,46,37,45,23,25
31728,38,30,38,13,38,21,23
31729,16,34,43,22,15,43,32
31730,46,43,19,15,16,21,14
31731,50,47,27,38,8,42,41
31732,38,30,27,28,42,30,43
31733,20,39,24,19,37,26,45
31734,5,21,29,20,22,13,34
31735,51,44,41,10,45,36,28
31736,5,9,14,12,8,49,49
31737,28,39,26,13,52,36,17
31738,48,29,46,15,3,3,48
31739,32,2,36,3,10,19,39
31740,49,21,34,21,9,33,21
31741,3,51,1,41,1,15,17
31742,14,47,16,35,29,37,51
31743,33,8,9,17,32,31,28
31744,39,10,48,1,46,23,12
31745,24,21,15,44,48,10,34
31746,46,27,21,32,12,13,21
31747,26,48,47,38,49,16,50
31748,36,3,24,28,8,39,6
31749,28,34,3,23,27,51,15
31750,5,45,6,18,31,6,32
31751,38,15,4,36,1,18,52
31752,14,35,6,33,18,49,12
31753,15,44,3,13,20,42,40
31754,32,21,24,20,37,40,47
31755,41,17,50,36,32,35,14
31756,11,52,2,36,27,31,24
31757,6,18,35,20,41,1,7
31758,46,27,28,50,36,3,13
31759,10,31,47,19,30,21,33
31760,37,35,22,51,18,24,45
31761,29,10,52,30,50,44,22
31762,50,29,37,21,35,2,4
31763,22,22,5,47,49,16,19
31764,42,50,44,9,45,38,11
31765,15,24,28,5,5,25,36
31766,47,1,13,17,39,33,38
31767,29,40,50,49,38,7,13
31768,16,22,47,33,40,48,50
31769,43,44,19,52,18,37,30
31770,52,37,7,25,20,32,8
31771,32,24,35,52,3,17,47
31772,29,1,36,36,50,4,2
31773,4,41,16,16,15,41,41
31774,47,23,7,52,33,31,34
31775,8,2,43,24,46,9,48
31776,10,2,33,33,7,47,18
31777,25,19,45,16,17,50,47
31778,12,32,40,32,36,17,7
31779,21,39,42,43,18,43,36
31780,25,43,51,20,31,48,10
31781,21,5,19,2,23,21,42
31782,8,41,32,25,26,24,24
31783,7,22,20,41,14,9,8
31784,4,36,19,41,25,3,36
31785,42,11,34,24,41,9,11
31786,32,19,34,31,17,30,2
31787,27,7,5,50,50,39,22
31788,26,49,19,45,43,44,24
31789,45,43,45,1,2,35,45
31790,38,11,52,42,50,35,1
31791,38,21,25,34,45,19,30
31792,1,26,49,31,38,49,43
31793,51,10,43,10,27,7,26
31794,6,23,52,31,39,11,12
31795,46,3,30,2,42,28,33
31796,8,44,48,47,47,36,24
31797,1,15,18,33,42,21,30
31798,31,28,27,45,40,27,16
31799,3,11,15,29,27,12,48
31800,34,24,16,2,28,9,44
31801,37,47,28,44,5,31,16
31802,31,5,21,28,5,29,3
31803,15,26,43,19,43,37,40
31804,51,42,8,48,36,50,47
31805,40,33,49,2,49,46,42
31806,49,36,19,14,37,50,8
31807,31,37,49,3,11,20,49
31808,24,5,48,44,8,42,4
31809,25,29,13,48,9,49,50
31810,21,6,52,11,35,29,18
31811,3,24,12,44,1,45,32
31812,32,21,26,27,43,28,45
31813,41,41,38,47,6,24,26
31814,8,31,8,8,3,16,8
31815,15,20,11,47,46,1,25
31816,36,33,45,28,11,48,39
31817,7,23,17,51,34,45,49
31818,32,17,25,35,26,10,7
31819,11,9,41,3,26,22,22
31820,42,51,16,28,44,36,27
31821,45,37,21,29,17,36,31
31822,26,44,12,40,25,34,30
31823,12,24,16,4,51,29,22
31824,35,50,9,27,37,30,1
31825,22,2,38,2,36,38,10
31826,2,44,1,41,15,48,33
31827,45,42,23,28,17,45,18
31828,22,37,12,2,34,18,29
31829,5,29,10,9,21,6,27
31830,35,30,45,34,34,37,43
31831,24,26,3,40,4,4,51
31832,18,47,4,25,44,15,22
31833,52,23,42,34,15,3,34
31834,27,6,52,48,39,28,52
31835,31,8,52,3,9,6,42
31836,14,34,13,5,24,24,14
31837,28,9,36,50,3,10,21
31838,20,25,10,35,6,2,5
31839,36,42,21,12,6,34,23
31840,12,37,40,41,23,12,39
31841,52,35,24,19,51,14,36
31842,23,17,42,33,36,45,50
31843,5,29,39,34,21,22,34
31844,23,9,1,50,4,49,22
31845,42,42,33,20,42,16,49
31846,7,7,10,14,1,50,1
31847,51,3,11,49,15,12,44
31848,23,17,36,15,40,32,3
31849,23,27,34,3,6,27,5
31850,2,42,25,44,26,24,38
31851,6,32,1,9,39,23,32
31852,37,5,41,42,20,31,24
31853,9,51,34,42,49,42,3
31854,39,26,15,45,1,4,44
31855,42,32,3,43,41,13,41
31856,10,42,6,10,51,22,24
31857,24,30,52,28,19,48,22
31858,32,48,3,26,23,52,24
31859,42,28,19,12,20,16,43
31860,33,25,22,34,2,37,7
31861,26,34,44,6,1,35,50
31862,37,11,21,28,15,40,30
31863,2,8,4,7,47,27,47
31864,18,41,14,9,21,48,31
31865,24,12,47,13,20,24,44
31866,11,20,46,39,22,44,23
31867,41,23,8,47,28,33,47
31868,4,40,44,28,49,33,26
31869,41,36,51,6,11,37,14
31870,26,15,12,31,41,15,10
31871,23,4,33,46,8,45,10
31872,51,1,18,38,30,20,35
31873,49,20,22,35,34,9,31
31874,18,43,17,43,11,42,28
31875,5,16,46,17,37,15,17
31876,11,52,16,2,17,49,17
31877,35,38,30,46,19,52,26
31878,25,41,2,10,48,15,33
31879,8,3,43,24,19,45,45
31880,51,35,26,33,9,23,21
31881,27,5,5,4,3,31,20
31882,8,35,48,10,41,18,40
31883,45,11,37,42,18,35,18
31884,25,42,30,12,24,15,37
31885,46,9,33,2,10,27,9
31886,6,11,46,9,22,50,1
31887,39,3,46,8,38,13,12
31888,36,41,8,2,29,10,25
31889,40,21,4,19,46,2,34
31890,42,9,30,21,34,34,20
31891,51,21,12,12,2,1,39
31892,45,21,38,40,27,24,42
31893,13,13,12,23,26,5,18
31894,50,48,11,36,9,39,46
31895,39,6,27,31,43,33,34
31896,6,24,34,8,39,28,37
31897,50,17,10,4,16,3,49
31898,43,6,27,50,45,13,23
31899,7,43,14,4,8,52,8
31900,45,32,4,50,37,21,5
31901,33,47,43,3,4,48,4
31902,35,21,21,15,28,14,4
31903,50,2,16,40,40,47,12
31904,13,4,36,48,43,30,26
31905,39,37,39,35,26,7,44
31906,42,18,52,36,47,6,10
31907,40,16,7,27,47,38,21
31908,46,33,46,6,10,15,47
31909,46,13,14,19,8,10,4
31910,17,23,11,19,5,19,3
31911,43,26,4,48,21,3,25
31912,18,25,10,12,46,30,32
31913,11,19,52,2,50,24,14
31914,38,20,34,47,42,5,22
31915,5,35,5,51,1,17,38
31916,48,41,4,27,40,13,47
31917,6,44,24,24,40,37,17
31918,18,44,3,51,36,26,50
31919,31,49,49,29,41,31,21
31920,15,11,27,14,30,14,35
31921,26,6,6,51,2,7,37
31922,39,5,52,36,45,12,31
31923,25,32,5,34,34,42,31
31924,32,35,22,43,44,14,30
31925,20,48,2,12,15,9,32
31926,50,2,52,19,8,2,11
31927,24,32,45,13,22,29,12
31928,42,11,12,31,31,13,51
31929,39,5,44,22,40,46,3
31930,45,40,35,34,41,16,24
31931,29,4,12,7,30,38,2
31932,32,51,25,50,12,31,16
31933,39,7,27,52,29,27,14
31934,19,39,26,17,27,8,37
31935,8,37,46,50,12,17,31
31936,6,17,12,37,25,2,4
31937,16,50,36,42,36,27,32
31938,14,11,26,41,24,19,37
31939,28,25,45,7,17,22,33
31940,42,26,37,30,3,9,33
31941,11,2,4,24,6,2,42
31942,13,39,12,31,10,17,8
31943,45,24,33,40,6,27,51
31944,12,23,29,44,20,23,26
31945,26,42,33,9,35,22,46
31946,51,4,4,1,39,52,23
31947,10,23,44,25,34,49,26
31948,30,42,41,50,33,26,42
31949,24,9,26,25,47,31,16
31950,2,46,9,17,50,24,35
31951,3,43,11,45,44,34,9
31952,27,12,37,47,24,38,25
31953,9,20,40,14,24,52,42
31954,3,38,26,47,41,46,4
31955,6,27,42,21,30,51,9
31956,21,10,36,48,40,37,31
31957,30,25,20,14,50,34,21
31958,50,24,18,43,31,38,20
31959,27,43,27,13,51,44,41
31960,12,37,43,18,16,9,17
31961,29,44,26,8,19,8,2
31962,30,22,4,27,13,12,36
31963,32,14,48,45,32,48,44
31964,13,18,17,51,39,3,31
31965,16,43,1,39,43,12,32
31966,35,42,7,1,13,3,45
31967,38,46,43,25,16,27,44
31968,39,45,38,44,19,30,1
31969,52,36,28,30,1,44,13
31970,41,44,27,1,12,28,40
31971,38,2,20,2,20,14,43
31972,51,33,2,11,40,24,12
31973,51,41,44,30,15,49,17
31974,1,29,5,12,39,45,1
31975,52,30,15,13,41,5,15
31976,5,51,10,41,36,23,35
31977,32,37,24,1,11,28,23
31978,51,37,44,41,42,13,21
31979,18,32,36,14,17,31,22
31980,40,25,10,7,25,23,3
31981,14,42,19,21,15,7,43
31982,31,16,36,34,21,48,28
31983,34,48,27,5,18,49,3
31984,9,16,52,43,9,43,21
31985,12,40,24,33,49,31,38
31986,50,19,19,32,25,1,44
31987,29,32,21,26,23,24,1
31988,24,34,4,23,44,11,22
31989,5,34,10,17,1,12,28
31990,35,42,29,28,47,32,17
31991,48,49,4,17,43,23,52
31992,4,35,42,23,23,46,43
31993,27,9,38,24,9,12,2
31994,2,30,41,45,37,3,5
31995,20,13,9,7,9,42,12
31996,47,20,12,8,19,8,18
31997,9,31,11,33,3,50,35
31998,16,13,27,48,22,51,18
31999,30,38,7,10,11,47,12
32000,29,15,5,40,41,25,13
32001,9,4,8,31,32,33,48
32002,40,22,16,7,24,6,40
32003,45,42,36,10,13,15,21
32004,38,36,27,18,27,25,13
32005,37,24,26,28,33,11,11
32006,24,52,43,10,52,15,10
32007,2,44,45,41,42,7,49
32008,38,38,42,3,32,8,52
32009,15,34,8,18,37,48,24
32010,49,44,6,44,35,14,47
32011,18,16,42,15,41,17,33
32012,1,33,52,28,42,29,51
32013,22,49,20,46,9,4,41
32014,8,20,13,45,30,37,44
32015,38,6,44,46,39,24,32
32016,14,10,38,48,18,1,28
32017,31,23,24,37,38,24,19
32018,15,14,36,45,4,3,28
32019,11,5,9,37,47,21,42
32020,21,18,1,31,37,6,38
32021,26,45,48,35,46,10,37
32022,25,44,36,2,52,16,20
32023,29,6,13,47,9,2,48
32024,21,39,34,28,40,51,42
32025,7,52,51,5,19,21,41
32026,18,45,1,49,27,40,4
32027,29,47,5,15,8,14,31
32028,45,43,52,39,51,26,6
32029,27,3,52,6,40,50,46
32030,36,17,14,40,11,51,51
32031,31,31,48,46,49,45,2
32032,48,21,20,45,17,13,32
32033,38,38,8,33,52,10,33
32034,43,8,11,10,42,51,44
32035,35,2,27,30,27,44,50
32036,11,24,6,31,22,7,6
32037,15,30,36,17,52,4,28
32038,10,35,20,10,28,20,9
32039,45,21,26,18,4,7,32
32040,23,44,30,9,24,43,30
32041,41,3,29,12,20,48,21
32042,36,50,51,44,10,24,18
32043,45,33,46,48,38,7,12
32044,33,19,43,3,16,34,4
32045,16,3,35,26,29,4,36
32046,5,51,25,36,15,52,52
32047,10,30,8,12,39,1,45
32048,40,10,18,6,11,18,6
32049,35,52,4,12,12,33,11
32050,24,28,27,27,51,48,44
32051,20,29,38,48,1,41,15
32052,6,1,15,46,14,3,45
32053,39,52,41,11,25,48,6
32054,25,22,17,30,39,47,15
32055,4,4,42,45,12,52,49
32056,34,2,14,50,35,52,28
32057,21,49,22,41,7,9,12
32058,35,5,34,37,9,7,1
32059,33,48,21,17,38,39,33
32060,37,38,18,52,5,16,14
32061,39,29,25,11,17,38,43
32062,17,42,10,50,17,27,3
32063,29,15,46,4,30,24,8
32064,19,21,8,24,21,19,46
32065,36,26,24,20,22,47,44
32066,38,36,15,50,35,11,11
32067,41,32,13,34,11,31,1
32068,1,18,2,1,48,48,43
32069,1,7,28,36,27,2,39
32070,31,11,10,48,17,4,52
32071,11,21,14,3,15,32,40
32072,52,47,32,12,16,7,29
